GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
C14orf180	0	1	0	0	0	0	0	0	1	0
C14orf28	1	0	0	0	46	39	34	47	64	54
C14orf39	0	0	0	0	52	46	21	57	49	39
C14orf93	0	0	14	8	117	156	64	69	72	58
C15orf32	0	0	0	0	2	0	0	2	0	0
C15orf39	38	34	170	139	938	1068	368	491	483	522
C15orf40	14	0	0	10	1005	901	336	944	913	509
C15orf41	24	4	0	28	134	104	60	137	155	151
C15orf48	0	0	0	0	11	19	1	8	11	4
C15orf54	0	0	0	0	0	0	0	0	0	0
C15orf56	0	0	0	0	11	13	6	9	12	4
C15orf61	50	38	92	101	288	366	131	215	173	258
C15orf62	0	0	0	0	75	88	25	88	55	37
C15orf65	0	0	16	0	18	28	18	28	48	19
C16orf46	0	0	0	0	97	78	30	91	114	76
C16orf54	0	0	0	0	0	0	0	0	0	0
C16orf58	14	8	118	129	990	1217	377	517	452	469
C16orf70	18	12	18	0	236	219	116	220	179	162
C16orf71	0	0	0	0	4	10	13	13	9	10
C16orf72	54	96	62	130	1452	1545	609	1067	950	940
C16orf74	8	6	0	36	52	61	37	56	28	79
C16orf78	0	0	0	0	0	0	0	0	0	0
C16orf82	0	0	0	0	0	0	0	0	0	0
C16orf86	0	0	0	0	18	16	5	5	7	7
C16orf87	44	0	17	12	724	727	421	1012	978	903
C16orf89	0	0	0	0	6	11	6	10	26	4
C16orf90	4	8	8	0	327	327	106	397	409	410
C16orf91	1	0	0	16	352	377	153	138	169	195
C16orf92	0	0	0	0	0	3	0	0	0	1
C16orf95	0	0	4	10	134	134	47	84	67	77
C16orf96	0	0	0	0	5	17	1	13	2	3
C16orf97	0	0	0	0	0	0	0	0	0	0
C17orf100	2	0	0	0	125	125	55	100	111	101
C17orf102	0	0	0	0	22	28	4	20	16	9
C17orf107	0	0	0	0	11	12	4	30	1	7
C17orf113	0	14	0	0	127	143	34	156	104	101
C17orf49	0	0	0	0	0	0	0	0	0	0
C17orf50	0	0	0	0	21	9	4	12	21	4
C17orf58	52	24	84	92	641	528	296	558	541	597
C17orf64	0	0	0	0	1	0	0	0	0	1
C17orf67	0	0	24	18	228	274	85	134	145	79
C17orf75	18	28	22	34	1047	964	341	952	805	740
C17orf77	0	0	0	0	0	1	2	0	0	0
C17orf78	0	1	0	0	3	0	2	4	1	2
C17orf80	0	20	14	30	585	519	327	583	560	466
C17orf97	0	0	0	0	16	17	7	7	7	8
C17orf98	0	0	0	0	3	1	0	0	0	2
C17orf99	0	0	0	0	0	0	0	0	0	0
C18orf12	0	0	0	0	0	0	0	0	0	0
C18orf15	0	0	0	0	0	0	0	0	2	0
C18orf21	16	74	74	54	275	274	129	221	213	251
C18orf25	14	6	82	112	1285	1266	639	1169	983	766
C18orf32	10	4	0	12	149	162	69	204	175	115
C18orf54	10	0	0	34	496	547	301	634	684	561
C18orf61	0	0	0	0	0	6	6	9	2	2
C18orf63	0	0	0	0	0	0	0	6	0	0
C19orf12	4	16	2	34	636	663	394	810	843	842
C19orf18	0	0	0	0	22	34	2	34	33	12
C19orf25	26	0	2	62	603	601	183	294	244	322
C19orf33	0	0	0	0	0	0	0	0	0	0
C19orf38	0	0	0	10	12	12	5	4	11	7
C19orf44	24	0	0	6	284	249	100	201	233	178
C19orf47	10	10	18	26	1046	1202	356	724	815	805
C19orf48	35	18	62	120	2312	2926	1189	1285	1232	1167
C19orf53	16	4	54	108	2228	2414	935	1098	1013	1356
C19orf54	58	14	36	30	1378	1361	603	903	845	764
C19orf57	0	8	0	30	32	67	25	53	67	36
C19orf67	0	0	0	0	0	0	0	0	0	0
C19orf71	0	0	0	0	167	122	41	89	69	77
C19orf73	0	0	8	44	95	97	31	35	35	35
C19orf81	4	8	30	6	374	489	166	208	240	255
C19orf84	0	0	0	0	2	0	0	0	0	0
C1D	12	10	10	14	215	178	157	222	217	235
C1GALT1	8	4	0	0	426	472	344	534	506	433
C1GALT1C1	8	0	4	24	261	339	194	304	316	313
C1GALT1C1L	8	0	0	0	68	60	44	70	41	48
C1QA	0	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0
C1QBP	112	64	179	672	3470	3956	2238	2117	2317	2854
C1QC	0	0	0	0	0	0	0	0	0	0
C1QL1	0	0	14	8	202	244	71	100	89	128
C1QL2	0	0	0	0	0	2	0	2	2	2
C1QL3	0	4	0	0	16	38	7	38	20	17
C1QL4	0	24	0	44	213	212	76	161	168	149
C1QTNF1	2	10	0	0	177	231	77	144	179	139
C1QTNF1-AS1	1	0	0	0	0	2	0	0	0	0
C1QTNF12	0	0	0	0	41	44	10	21	23	10
C1QTNF2	0	0	0	0	10	10	4	5	10	12
C1QTNF3	2	2	0	0	44	47	25	50	32	36
C1QTNF3-AMACR	0	0	0	0	0	0	0	0	0	0
C1QTNF4	0	0	0	0	14	15	0	6	12	5
C1QTNF5	0	0	0	0	0	0	0	0	0	0
C1QTNF6	2	4	0	8	205	159	102	141	150	47
C1QTNF7	0	0	0	0	0	0	0	0	0	4
C1QTNF7-AS1	0	0	0	0	2	5	0	2	8	0
C1QTNF8	0	0	0	0	0	0	0	0	0	0
C1QTNF9	0	0	0	0	2	11	1	3	0	1
C1QTNF9B	0	0	0	0	3	1	0	3	2	1
C1R	0	16	0	0	129	123	50	161	84	121
C1RL	0	0	2	0	164	164	81	187	209	154
C1RL-AS1	1	0	0	0	70	48	37	68	36	32
C1S	0	0	0	0	196	178	53	121	152	38
C1orf100	0	0	0	0	6	2	0	5	2	5
C1orf105	0	0	0	0	0	0	0	0	0	0
C1orf109	8	20	38	84	1079	1058	446	785	708	679
C1orf112	26	2	0	18	194	210	122	203	165	208
C1orf115	18	2	24	34	762	745	420	1076	1086	842
C1orf116	0	0	0	0	22	32	5	27	30	14
C1orf122	48	60	64	82	693	829	283	436	348	458
C1orf127	0	0	0	0	0	5	0	0	0	0
C1orf131	22	0	26	49	571	593	274	555	467	547
C1orf141	0	0	0	0	0	0	0	0	0	0
C1orf146	0	0	0	1	2	2	2	4	0	0
C1orf158	0	0	0	0	0	0	0	0	0	0
C1orf159	8	6	0	4	320	409	117	201	207	165
C1orf162	0	0	0	0	31	38	14	37	21	15
C1orf167	0	1	0	0	4	6	0	6	6	0
C1orf167-AS1	0	0	0	0	0	1	0	0	2	1
C1orf174	14	2	46	90	495	584	225	366	378	348
C1orf185	0	0	0	0	0	0	0	0	0	0
C1orf189	0	0	0	0	6	2	0	6	1	0
C1orf194	0	0	0	0	9	15	2	13	4	2
C1orf195	0	0	0	0	5	1	0	9	1	0
C1orf198	20	14	0	98	973	971	543	913	765	882
C1orf21	4	26	18	28	837	750	425	705	669	509
C1orf210	0	0	0	0	4	3	4	4	8	2
C1orf216	0	0	0	0	728	652	252	686	588	590
C1orf220	0	0	0	0	55	52	10	46	38	19
C1orf226	0	14	0	8	249	269	134	206	227	173
C1orf229	0	0	0	0	0	2	2	0	0	2
C1orf232	0	0	0	0	1	1	0	0	8	7
C1orf35	50	66	52	196	2487	2438	726	1436	1285	1346
C1orf43	22	36	40	208	4963	5257	2051	3924	3859	3079
C1orf50	0	0	0	8	212	182	69	168	210	134
C1orf52	2	32	54	98	1131	1099	363	780	847	636
C1orf53	6	0	0	0	31	17	15	17	14	39
C1orf54	0	0	0	0	64	42	16	44	84	68
C1orf56	0	0	10	0	110	99	40	55	52	74
C1orf61	0	0	0	0	7	16	7	18	12	5
C1orf68	0	0	0	0	0	0	0	0	0	0
C1orf74	6	0	0	0	208	193	142	142	172	123
C1orf87	0	0	0	0	3	0	0	4	5	0
C1orf94	0	0	0	0	0	0	0	0	0	0
C2	0	0	0	0	113	127	15	72	87	37
C2-AS1	0	0	0	0	6	10	2	0	5	2
C20orf141	0	0	0	0	0	0	0	0	0	1
C20orf144	0	0	0	0	6	4	6	2	2	0
C20orf173	0	0	0	0	1	0	0	0	0	1
C20orf194	0	0	0	17	246	300	136	290	225	145
C20orf197	0	0	0	0	0	0	0	0	0	0
C20orf202	0	0	0	0	12	8	0	9	2	0
C20orf203	0	0	0	0	12	8	6	6	15	2
C20orf204	0	0	0	0	86	60	33	47	39	43
C20orf27	68	30	124	211	723	922	325	452	456	505
C20orf85	0	0	0	0	0	0	0	0	0	0
C20orf96	0	10	12	2	362	417	149	294	251	136
C21orf58	14	0	28	20	858	907	425	798	836	582
C21orf62	0	0	0	0	6	7	4	4	7	1
C21orf62-AS1	0	0	0	0	23	26	16	20	13	24
C21orf91	8	18	0	8	332	284	293	598	609	534
C21orf91-OT1	0	0	0	0	0	2	0	0	0	0
C22orf15	0	0	0	0	1	4	5	1	4	0
C22orf23	0	2	0	12	456	455	215	442	427	396
C22orf24	0	0	0	0	11	14	3	6	5	10
C22orf31	0	0	0	0	0	2	0	1	0	0
C22orf34	0	0	0	0	2	2	0	2	0	2
C22orf39	0	8	2	14	576	668	292	438	417	387
C22orf42	0	0	0	0	0	0	0	0	0	0
C22orf46	0	6	8	24	1752	1643	625	1483	1206	809
C2CD2	16	68	25	12	521	546	286	477	418	316
C2CD2L	16	0	12	20	252	228	88	205	233	172
C2CD3	18	2	0	0	420	369	144	351	278	236
C2CD4A	3	0	0	14	38	36	10	22	42	44
C2CD4B	9	3	2	1	11	4	2	2	0	6
C2CD4C	0	0	0	0	69	64	27	66	39	73
C2CD4D	0	0	0	0	0	2	0	0	0	1
C2CD4D-AS1	0	0	0	0	1	1	0	0	0	0
C2CD5	10	4	10	8	739	619	385	916	819	664
C2CD6	0	0	0	0	1	0	2	6	10	4
C2orf15	0	0	0	0	80	68	40	72	80	59
C2orf16	0	0	0	0	24	20	8	10	2	18
C2orf27A	20	30	28	0	128	94	78	68	109	87
C2orf27B	0	0	0	0	2	5	1	5	4	1
C2orf42	2	8	0	8	178	204	94	196	162	151
C2orf49	0	22	16	6	728	586	353	573	539	463
C2orf50	0	0	0	0	1	16	0	14	8	6
C2orf66	0	0	0	0	8	4	8	26	28	1
C2orf68	26	22	0	0	1409	1685	541	1069	913	713
C2orf69	0	12	12	40	436	395	405	512	516	561
C2orf72	0	0	8	16	237	251	150	216	249	222
C2orf73	0	0	0	0	0	0	0	4	1	0
C2orf74	0	0	0	8	182	198	112	242	221	98
C2orf76	0	28	0	0	131	136	111	153	143	204
C2orf78	0	0	0	0	2	5	2	0	2	2
C2orf80	0	0	0	0	0	0	0	0	0	0
C2orf81	0	0	0	12	43	40	5	29	38	29
C2orf83	0	0	0	0	0	0	0	0	0	0
C2orf88	12	0	6	0	133	106	159	149	161	167
C2orf91	0	0	0	0	0	0	0	0	0	0
C2orf92	0	6	0	0	33	22	18	33	35	23
C3	0	1	0	0	7	5	2	6	6	1
C3AR1	0	0	0	0	9	2	0	9	5	2
C3P1	0	0	0	0	2	0	0	0	0	1
C3orf14	0	4	0	24	41	37	36	76	83	62
C3orf18	0	0	0	0	24	21	6	8	32	16
C3orf20	0	0	0	0	22	25	6	14	6	9
C3orf22	0	0	0	0	0	0	0	0	0	0
C3orf33	0	0	0	0	92	121	87	93	118	97
C3orf35	0	0	0	0	25	23	11	32	12	14
C3orf36	0	0	0	0	0	0	0	0	12	0
C3orf38	0	0	0	4	264	243	184	340	284	334
C3orf49	0	0	0	0	3	3	0	1	6	3
C3orf52	0	12	0	18	227	200	152	178	183	198
C3orf56	0	0	0	0	0	0	0	0	0	0
C3orf62	0	0	0	0	153	90	44	188	115	87
C3orf67	4	6	0	0	66	39	23	38	48	23
C3orf67-AS1	0	0	0	0	0	0	0	0	0	0
C3orf70	0	6	0	0	61	66	34	70	80	81
C3orf80	6	8	0	20	110	123	74	91	70	74
C3orf84	0	0	0	0	0	0	0	0	0	0
C3orf85	0	0	0	0	0	0	0	0	0	0
C3orf86	0	0	0	0	6	5	2	5	4	6
C4A	0	0	0	0	0	0	0	0	0	0
C4B	0	0	0	0	0	0	0	0	0	0
C4BPA	0	0	0	0	0	0	0	0	0	0
C4BPB	0	0	0	0	0	0	0	1	0	0
C4B_2	0	0	0	0	0	0	0	0	0	0
C4orf17	0	0	0	0	0	0	0	0	0	0
C4orf19	0	0	0	0	35	33	22	25	45	22
C4orf3	64	32	24	158	1199	1239	710	1279	1219	1367
C4orf33	0	0	0	0	97	94	61	120	121	114
C4orf36	0	0	2	0	234	196	84	123	105	110
C4orf45	0	0	0	0	2	2	0	4	0	0
C4orf46	0	0	2	0	275	310	227	249	320	237
C4orf47	0	0	0	0	16	10	6	34	15	5
C4orf48	24	6	0	44	305	411	94	102	114	195
C4orf50	0	0	0	0	0	0	0	0	0	0
C4orf51	0	0	0	0	3	0	0	0	0	1
C4orf54	0	0	0	0	2	0	0	0	2	0
C5	0	0	0	0	15	9	4	39	23	14
C5-OT1	0	0	0	0	0	0	0	0	0	0
C5AR1	0	0	0	0	21	20	6	22	25	10
C5AR2	0	0	0	0	0	0	0	4	0	0
C5orf15	76	46	36	116	617	683	582	722	836	808
C5orf17	0	0	0	0	0	0	0	0	0	0
C5orf22	10	8	10	20	479	428	356	567	518	599
C5orf24	2	8	58	8	917	784	730	1198	1156	1113
C5orf34	2	2	0	6	183	145	108	229	200	162
C5orf38	0	0	0	0	0	0	0	0	0	0
C5orf46	0	0	0	0	0	0	0	0	0	0
C5orf47	0	0	0	0	0	0	2	2	0	4
C5orf49	0	0	0	0	4	7	5	5	6	10
C5orf51	14	10	0	24	929	805	457	958	821	832
C5orf52	0	0	0	0	0	0	0	0	0	0
C5orf58	0	0	0	0	0	0	0	0	0	0
C5orf60	0	0	0	0	4	7	0	0	2	0
C5orf63	0	0	0	0	2	2	3	4	6	6
C5orf64	0	0	0	0	0	0	0	0	0	0
C5orf64-AS1	0	0	0	0	0	0	0	0	0	0
C5orf66	6	0	0	6	162	134	73	155	150	91
C5orf66-AS1	0	0	0	6	32	55	11	20	19	9
C5orf66-AS2	0	0	0	0	0	0	0	0	0	0
C5orf67	0	0	0	0	0	0	0	0	0	0
C6	0	0	0	0	0	0	0	0	0	0
C6orf118	0	0	0	0	4	12	2	3	20	7
C6orf120	12	46	98	132	1225	1207	654	1214	1218	1155
C6orf132	10	16	30	0	530	566	157	452	362	249
C6orf136	20	24	21	26	325	400	186	265	234	214
C6orf141	0	4	0	56	1220	1179	661	939	996	595
C6orf15	0	0	0	0	0	0	0	2	0	0
C6orf163	0	0	0	0	22	16	13	29	36	21
C6orf201	0	0	0	0	42	24	8	37	29	21
C6orf223	10	25	6	14	4	18	1	3	4	0
C6orf226	0	0	0	0	130	162	48	92	105	116
C6orf47	11	10	20	38	472	559	255	441	389	380
C6orf52	0	0	0	28	59	53	11	44	48	45
C6orf58	0	0	0	0	0	0	0	0	0	0
C6orf62	0	0	0	0	863	673	666	1240	1235	954
C6orf89	10	13	0	8	1674	1642	766	1592	1502	1313
C6orf99	0	0	0	0	18	19	11	6	5	5
C7	0	0	0	0	2	0	0	0	0	2
C7orf25	0	0	0	0	270	220	147	225	192	298
C7orf26	4	0	2	4	467	521	158	332	268	317
C7orf31	6	0	0	0	120	126	74	113	100	69
C7orf33	0	0	0	0	0	0	0	0	0	0
C7orf50	6	34	76	86	1458	1579	584	919	810	977
C7orf57	0	0	0	0	6	3	4	3	9	9
C7orf61	0	0	0	0	18	10	5	8	11	5
C7orf65	0	0	0	0	0	0	0	0	0	0
C7orf66	0	0	0	0	0	0	0	0	0	0
C7orf69	0	0	0	0	0	0	0	0	0	0
C7orf77	0	0	0	0	0	0	0	0	1	0
C8A	0	0	0	0	0	0	0	0	0	0
C8B	0	1	0	0	0	0	0	0	0	0
C8G	0	0	0	0	23	31	7	12	11	18
C8orf31	0	0	0	0	28	25	6	31	19	23
C8orf33	32	44	64	42	1869	1797	840	1173	1068	1120
C8orf34	0	6	6	0	57	34	31	43	29	57
C8orf34-AS1	0	10	0	0	14	11	10	12	11	10
C8orf37	0	0	0	0	49	53	20	65	55	43
C8orf37-AS1	0	0	0	0	0	2	0	1	2	1
C8orf44	0	0	16	2	69	107	33	84	68	37
C8orf44-SGK3	0	0	0	0	0	0	0	0	0	0
C8orf48	0	0	0	0	38	24	15	14	12	14
C8orf49	0	0	0	0	15	2	4	19	3	16
C8orf58	0	0	0	0	45	42	18	39	5	27
C8orf74	0	0	0	0	0	0	0	0	0	0
C8orf76	4	0	6	62	117	132	68	101	92	97
C8orf82	2	6	0	42	281	306	126	158	216	279
C8orf86	0	0	0	0	0	0	0	0	0	2
C8orf87	0	0	0	0	0	0	0	0	0	0
C8orf88	18	12	0	2	41	49	31	34	51	37
C8orf89	0	0	0	0	6	0	0	5	2	1
C9	0	0	0	0	0	0	0	0	0	1
C9orf106	0	0	0	0	0	0	0	0	0	0
C9orf116	0	0	0	2	65	92	58	46	54	40
C9orf129	0	0	2	0	18	20	11	10	12	4
C9orf131	0	0	0	0	2	4	0	10	0	0
C9orf135	0	0	0	0	1	0	0	0	1	2
C9orf135-DT	0	0	0	0	0	0	0	0	0	0
C9orf139	0	0	0	0	11	17	1	14	1	1
C9orf147	0	0	0	0	17	9	2	5	15	5
C9orf152	0	0	0	0	9	6	0	14	4	0
C9orf153	0	0	0	0	0	2	0	0	2	1
C9orf16	12	34	30	20	244	263	155	133	159	248
C9orf163	0	0	0	0	22	7	2	7	16	14
C9orf24	0	0	0	0	8	11	3	4	1	3
C9orf40	64	72	68	86	567	631	327	539	613	545
C9orf43	0	0	0	0	2	6	1	2	10	0
C9orf47	0	0	0	0	2	2	0	2	0	4
C9orf50	0	0	0	0	0	1	0	1	0	0
C9orf57	0	0	0	0	0	0	0	0	0	0
C9orf62	0	0	0	0	0	0	0	0	0	1
C9orf64	10	2	34	32	421	418	290	306	325	450
C9orf72	6	0	8	4	262	240	240	350	301	288
C9orf78	4	6	40	27	911	867	468	471	458	490
C9orf85	22	0	0	6	192	156	102	192	187	142
C9orf92	0	0	0	0	0	0	0	0	0	0
CA1	0	0	0	0	0	0	0	0	0	0
CA10	0	0	0	0	0	0	0	0	0	0
CA11	10	16	30	18	1483	1940	388	1140	1169	736
CA12	18	0	0	26	239	327	179	234	211	215
CA13	0	0	0	4	64	45	50	78	64	96
CA14	0	0	0	0	61	57	14	83	66	37
CA2	0	22	6	67	283	302	177	265	213	329
CA3	0	0	0	0	0	3	8	6	18	2
CA3-AS1	0	0	0	0	12	3	1	1	0	7
CA4	0	0	0	0	14	11	2	4	5	2
CA5A	0	0	0	0	0	0	0	0	0	0
CA5B	0	0	0	0	1	1	0	1	0	0
CA5BP1	0	0	0	26	236	238	121	166	136	132
CA5BP1-CA5B	0	0	0	0	16	7	4	27	13	9
CA6	0	0	1	1	0	0	0	0	0	0
CA7	0	2	0	0	14	15	6	9	16	6
CA8	22	14	54	69	1237	1331	577	729	876	726
CA9	0	0	0	0	3	17	2	4	7	3
CAAP1	22	22	2	40	451	450	321	415	432	498
CAB39	70	28	52	100	1119	1145	679	1067	995	968
CAB39L	0	0	0	0	97	66	28	69	66	60
CABCOCO1	0	0	0	0	6	3	0	4	3	3
CABIN1	66	36	66	52	1463	1511	611	993	909	668
CABLES1	4	6	18	24	766	808	359	658	591	490
CABLES2	14	0	40	8	127	180	113	122	170	128
CABP1	0	0	0	14	73	56	28	70	53	34
CABP2	0	0	0	0	0	1	0	0	0	0
CABP4	0	1	0	0	2	0	2	2	7	5
CABP5	0	0	0	0	1	0	0	2	0	2
CABP7	0	0	1	0	20	14	5	10	9	11
CABS1	0	0	0	0	0	0	0	0	0	0
CABYR	12	0	10	34	151	170	58	169	200	155
CACFD1	0	6	0	1	189	200	75	132	120	121
CACHD1	14	12	24	98	1018	860	551	739	587	551
CACNA1A	0	0	0	0	4	1	0	0	0	0
CACNA1B	1	7	2	51	53	79	22	39	62	38
CACNA1C	1	0	12	8	123	143	31	107	150	53
CACNA1C-AS1	0	0	0	0	3	5	1	0	0	3
CACNA1C-AS2	0	0	0	0	5	0	2	0	0	2
CACNA1C-AS4	0	0	0	0	0	0	0	0	0	0
CACNA1C-IT2	0	0	0	0	0	0	0	0	0	0
CACNA1C-IT3	0	0	0	0	0	0	0	0	0	0
CACNA1D	0	0	0	0	12	14	6	7	15	6
CACNA1E	0	0	0	0	2	3	0	2	8	2
CACNA1F	10	0	0	2	31	28	7	19	28	6
CACNA1G	0	2	0	24	110	119	52	119	151	98
CACNA1G-AS1	0	0	0	0	0	6	0	2	0	1
CACNA1H	3	27	35	33	289	370	167	181	177	178
CACNA1I	0	1	0	1	2	5	0	11	2	0
CACNA1S	0	0	0	0	1	0	0	1	0	0
CACNA2D1	34	4	36	42	732	647	487	786	768	505
CACNA2D1-AS1	0	0	0	0	2	0	0	8	0	0
CACNA2D2	128	202	135	111	151	143	70	201	191	125
CACNA2D3	0	2	4	22	80	100	34	99	66	69
CACNA2D3-AS1	0	0	0	0	2	0	0	2	6	0
CACNA2D4	0	0	0	0	5	4	0	3	7	0
CACNB1	10	12	0	20	333	366	100	275	228	212
CACNB2	1	0	4	14	220	174	91	188	238	113
CACNB3	0	6	0	2	262	319	94	289	281	236
CACNB4	16	6	10	0	221	213	163	370	410	212
CACNG1	0	0	0	0	0	3	2	2	0	0
CACNG2	0	0	0	0	0	0	0	0	0	0
CACNG3	0	0	0	0	0	0	0	0	0	0
CACNG4	0	0	0	0	20	15	4	26	13	17
CACNG5	0	0	0	0	4	6	0	2	2	0
CACNG6	0	0	0	0	2	2	0	6	3	4
CACNG7	0	0	0	0	1	0	0	0	0	4
CACNG8	8	0	0	0	242	334	58	321	336	147
CACTIN	14	16	2	86	575	600	173	256	234	237
CACTIN-AS1	0	0	12	0	18	13	4	21	5	11
CACUL1	16	4	24	86	1428	1340	802	1331	1228	1088
CACYBP	54	88	40	94	1284	1429	581	1215	1241	1228
CAD	193	130	86	360	3002	3066	1302	1737	1427	1534
CADM1	9	18	132	198	1885	1914	1292	1484	1619	1791
CADM2	0	0	0	0	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	0	0	0	0	0
CADM3	0	0	0	0	0	0	0	0	0	0
CADM3-AS1	0	0	0	0	0	0	0	0	0	0
CADM4	2	2	0	102	909	1198	498	724	752	1109
CADPS	0	0	0	0	0	0	0	0	0	0
CADPS2	2	0	26	12	366	337	262	318	316	353
CAGE1	4	0	0	0	21	20	7	14	8	10
CAHM	4	0	0	0	81	69	23	36	25	28
CALB1	0	0	0	0	0	0	0	3	0	2
CALB2	0	0	0	0	0	1	0	3	1	0
CALCA	2	0	0	0	0	0	0	0	1	4
CALCB	16	4	10	31	138	155	34	131	134	56
CALCOCO1	18	8	28	20	671	717	269	769	665	429
CALCOCO2	2	8	14	130	760	787	432	866	794	674
CALCR	0	0	0	0	1	2	2	0	1	0
CALCRL	0	0	0	0	5	9	2	14	20	4
CALD1	18	50	42	220	1235	1291	703	1504	1270	1363
CALHM1	0	0	0	0	12	7	2	20	6	8
CALHM2	0	0	10	0	181	216	71	129	175	117
CALHM3	0	0	0	0	4	2	0	4	3	0
CALHM4	0	0	0	0	1	0	0	4	0	0
CALHM5	0	0	0	1	72	74	54	98	50	35
CALHM6	0	0	0	0	12	24	29	29	7	23
CALM1	69	30	48	84	2004	2089	980	1704	1641	2042
CALM2	176	116	210	203	2152	2060	1564	3225	2866	2978
CALM3	112	122	101	174	6293	7471	2609	4512	4825	5980
CALML3	0	0	0	0	0	0	0	0	0	0
CALML3-AS1	0	0	0	0	0	2	0	0	0	0
CALML4	0	0	12	0	834	869	298	950	955	399
CALML5	0	0	0	0	0	0	0	0	0	0
CALML6	0	0	0	0	3	6	3	1	1	1
CALN1	0	0	0	0	0	0	0	6	2	0
CALR	234	204	762	1344	13083	16278	4229	8261	8848	8822
CALR3	0	0	0	0	4	1	0	0	1	0
CALR4P	0	0	0	0	4	5	0	1	0	0
CALU	52	80	76	160	3200	3333	1946	3387	3179	2830
CALY	0	0	0	0	13	21	2	1	5	3
CAMK1	52	28	110	90	261	363	184	197	204	273
CAMK1D	16	6	24	40	652	769	371	501	506	448
CAMK1G	0	0	0	0	6	1	0	9	5	3
CAMK2A	0	0	0	0	2	0	0	0	0	0
CAMK2B	0	0	26	0	281	301	127	237	239	177
CAMK2D	0	24	18	2	343	356	236	378	434	363
CAMK2G	0	16	24	6	664	625	295	546	556	488
CAMK2N1	9	2	0	56	301	338	108	287	234	206
CAMK2N2	0	0	0	0	45	34	20	56	48	44
CAMK4	12	2	43	30	275	292	149	347	307	229
CAMKK1	2	8	16	0	992	1025	351	694	643	442
CAMKK2	16	12	25	8	1566	1406	723	1545	1418	1324
CAMKMT	20	8	16	8	175	204	94	119	101	127
CAMKV	0	0	0	0	51	69	22	70	35	54
CAMLG	10	24	68	44	1166	1152	579	876	985	681
CAMP	0	0	0	0	0	2	2	0	0	0
CAMSAP1	52	30	17	18	1472	1480	572	1349	1162	1220
CAMSAP2	42	34	34	18	842	824	570	1051	1062	858
CAMSAP3	0	27	42	84	374	414	146	268	232	237
CAMTA1	76	28	68	162	1338	1291	666	1210	1136	1107
CAMTA1-AS2	0	0	0	0	0	0	0	0	0	0
CAMTA1-DT	0	0	0	0	29	23	11	11	22	16
CAMTA2	96	38	72	55	1162	1294	378	926	912	695
CAND1	62	80	186	203	2730	2502	1762	2989	2672	2675
CAND1.11	0	0	0	0	5	11	4	2	3	4
CAND2	25	52	46	42	293	374	114	188	190	192
CANT1	36	2	42	86	1467	1408	544	975	902	845
CANX	337	334	702	775	17012	16676	6769	15898	15552	11182
CAP1	30	12	27	270	403	580	156	324	402	359
CAP2	2	8	6	22	192	180	103	247	193	269
CAPG	0	0	6	0	34	39	6	58	33	25
CAPN1	2	2	20	56	502	564	177	363	347	437
CAPN10	16	18	22	34	551	552	218	281	286	333
CAPN10-DT	0	0	0	0	149	128	34	119	98	97
CAPN11	0	0	0	0	2	3	0	0	2	4
CAPN12	0	0	0	12	68	55	19	57	52	16
CAPN13	0	2	0	0	11	17	1	7	3	8
CAPN14	0	0	0	0	8	0	2	0	0	2
CAPN15	22	16	63	54	2181	2366	764	1040	1042	897
CAPN2	94	48	130	180	1912	1914	1034	1594	1629	1603
CAPN3	0	0	0	0	39	29	9	29	36	6
CAPN5	11	2	0	5	36	44	32	33	33	55
CAPN6	0	0	0	0	2	4	0	0	0	0
CAPN7	16	2	20	6	609	637	389	610	586	600
CAPN8	0	0	0	0	1	6	0	1	4	0
CAPN9	0	0	0	0	1	1	0	1	0	0
CAPNS1	62	35	197	210	2431	3565	961	1884	2054	2474
CAPNS2	0	0	0	0	0	5	1	0	0	4
CAPRIN1	156	126	236	171	2299	2242	1483	3179	3064	2798
CAPRIN2	6	2	0	8	570	573	253	741	696	386
CAPS	0	0	0	0	69	81	28	58	50	45
CAPS2	0	0	0	0	57	30	19	65	58	35
CAPSL	0	0	0	0	0	0	0	0	0	0
CAPZA1	48	20	30	14	801	736	619	1054	1070	997
CAPZA2	22	16	0	0	430	361	356	515	453	594
CAPZA3	0	0	0	0	0	0	0	0	0	0
CAPZB	38	28	42	68	1789	2037	922	1449	1333	1480
CARD10	12	0	36	4	430	536	141	283	261	253
CARD11	14	0	0	0	108	111	52	85	75	91
CARD14	0	0	0	0	184	162	55	121	91	57
CARD16	0	0	0	0	0	0	0	0	0	0
CARD17	0	0	0	0	0	0	0	0	0	0
CARD18	0	0	0	0	0	0	0	0	0	0
CARD19	2	2	0	38	135	163	51	116	129	127
CARD6	0	0	0	0	78	43	33	118	173	93
CARD8	8	2	0	52	750	551	387	763	725	513
CARD8-AS1	0	6	0	0	59	34	12	86	51	64
CARD9	0	0	0	0	52	57	28	31	23	26
CARF	0	0	10	0	113	38	65	123	114	59
CARHSP1	24	16	64	14	500	630	329	637	585	616
CARM1	42	52	170	168	993	1089	406	454	439	491
